	SAMPLE_112509	SAMPLE_112508	SAMPLE_112525	SAMPLE_112524	SAMPLE_112523	SAMPLE_112522	SAMPLE_112521	SAMPLE_112520	SAMPLE_112501	SAMPLE_112500	SAMPLE_112503	SAMPLE_112502	SAMPLE_112505	SAMPLE_112504	SAMPLE_112507	SAMPLE_112506	SAMPLE_112488	SAMPLE_112489	SAMPLE_112533	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112479	SAMPLE_112478	SAMPLE_112538	SAMPLE_112527	SAMPLE_112526	SAMPLE_112530	SAMPLE_112531	SAMPLE_112518	SAMPLE_112519	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112512	SAMPLE_112513	SAMPLE_112510	SAMPLE_112511	SAMPLE_112516	SAMPLE_112514	SAMPLE_112515	SAMPLE_112475	SAMPLE_112474	SAMPLE_112477	SAMPLE_112476	SAMPLE_112529	SAMPLE_112499	SAMPLE_112498	SAMPLE_112497	SAMPLE_112496	SAMPLE_112495	SAMPLE_112494	SAMPLE_112493	SAMPLE_112492	SAMPLE_112491	SAMPLE_112490	SAMPLE_112528	SAMPLE_112532
SAMPLE_112530	0.21433965	0.29759723	0.3474405	0.27904879	0.23741264	0.27696439	0.36406583	0.28736414	0.38005193	0.26093808	0.34620939	0.39024252	0.4979049	0.32055778	0.38728916	0.30769819	0.60142836	0.58932917	0.33147275	0.61305338	0.60506154	0.61232666	0.62202504	0.6015554	0.5811742	0.5937775	0.58207659	0.60461943	0.6132115	0.23803125	0.54408491	0.5043609	0.0	0.34761582	0.36378658	0.26087101	0.26034624	0.39978547	0.31854208	0.43687132	0.29352016	0.206102	0.22467282	0.31282045	0.47112188	0.24408249	0.23807677	0.6283344	0.6313707	0.61275986	0.64402052	0.38053962	0.41580197	0.48646392	0.40887771	0.37475868	0.55596367	0.58035273	0.49232456	0.51012584	0.39078981	0.60890447	0.26373804	0.31281299
SAMPLE_112531	0.32447415	0.37618797	0.2786421	0.27219779	0.24370954	0.25691885	0.28173229	0.24300238	0.32887471	0.29461808	0.30239609	0.36023452	0.45483452	0.33899782	0.34077218	0.25167747	0.52601642	0.53444123	0.50062091	0.5870393	0.57375444	0.5931513	0.58590922	0.5851525	0.53794984	0.58707224	0.59668099	0.57955853	0.59266716	0.36862767	0.48632921	0.51301396	0.34761582	0.0	0.22825552	0.32933935	0.44546144	0.45533823	0.33643892	0.45034154	0.41285506	0.35956834	0.26360012	0.26111811	0.34510738	0.31193797	0.31589803	0.58621674	0.5827422	0.59496956	0.60169892	0.54860086	0.44715571	0.40874336	0.38683533	0.48339408	0.49220943	0.53649361	0.44262032	0.44941838	0.42560949	0.57360689	0.36121698	0.48925943
SAMPLE_112518	0.36372989	0.41135117	0.3064638	0.28575445	0.28312844	0.25633493	0.25110265	0.30724404	0.41985361	0.29742408	0.34342993	0.34196108	0.49312848	0.35812586	0.43373186	0.23377075	0.54197174	0.56281105	0.53099887	0.63622032	0.61461812	0.6343378	0.61685948	0.6267577	0.57713574	0.62831676	0.64145589	0.62383345	0.6335774	0.40388143	0.49777591	0.53789704	0.36378658	0.22825552	0.0	0.34048753	0.47861608	0.48628009	0.30740842	0.39433686	0.45613078	0.38650064	0.35316744	0.27233325	0.27896024	0.35446717	0.41069741	0.62717346	0.6158859	0.63704122	0.63884356	0.5781332	0.48726847	0.37850354	0.41478199	0.5091352	0.54168299	0.57156771	0.42716582	0.4682576	0.44583467	0.60639387	0.36698738	0.52044819
SAMPLE_112519	0.26639524	0.22498466	0.22811241	0.2457743	0.16395451	0.17324108	0.23808702	0.27973633	0.41208554	0.29493529	0.37368374	0.42360845	0.57551077	0.40126325	0.40736013	0.30925144	0.66482535	0.65881732	0.44983496	0.69234557	0.66677715	0.67756469	0.69167395	0.66682959	0.64184315	0.66602283	0.6458949	0.67396492	0.67850395	0.24574006	0.61585986	0.57736741	0.26087101	0.32933935	0.34048753	0.0	0.33354363	0.47555042	0.38998813	0.52350895	0.33086417	0.21876393	0.22086973	0.25673924	0.41773431	0.0961469	0.1838778	0.69584901	0.69615607	0.67736243	0.71133603	0.52420065	0.47200558	0.54261491	0.47672588	0.45256001	0.62632478	0.64886758	0.58505443	0.57721255	0.47662632	0.68308646	0.27250763	0.39963194
SAMPLE_112534	0.28123157	0.32578351	0.4349051	0.31834879	0.32625608	0.41485639	0.46598153	0.37340052	0.31232941	0.31065832	0.31317713	0.32958744	0.37784114	0.32778894	0.3383818	0.39806765	0.47788036	0.45462237	0.22265595	0.48546138	0.4873894	0.47308494	0.47756054	0.47707846	0.4606555	0.46322858	0.44270949	0.48305979	0.47805878	0.24722339	0.42005845	0.35332702	0.26034624	0.44546144	0.47861608	0.33354363	0.0	0.28491249	0.30377876	0.42666828	0.19919816	0.2176493	0.2931502	0.42115625	0.6126401	0.31191381	0.25453489	0.49510558	0.4974607	0.47783672	0.5005328	0.2828093	0.28374199	0.47494188	0.29932871	0.22693582	0.45101147	0.44757123	0.41764506	0.39530966	0.30059907	0.46997715	0.29467922	0.18821141
SAMPLE_112535	0.344022	0.49032074	0.47596777	0.37980472	0.43933429	0.47690456	0.50746522	0.41101225	0.25524012	0.35864331	0.30895666	0.33229973	0.30343033	0.34196017	0.30803669	0.44826946	0.29934321	0.29220874	0.2650478	0.36558743	0.31244995	0.32264725	0.33455825	0.29794185	0.29621473	0.30758659	0.32389372	0.34964868	0.31633473	0.37475666	0.25716426	0.24522531	0.39978547	0.45533823	0.48628009	0.47555042	0.28491249	0.0	0.31560459	0.39554165	0.28392865	0.37299545	0.38185511	0.45538614	0.60204159	0.4448849	0.40481154	0.36392901	0.33689911	0.31162045	0.38460623	0.22921031	0.23152152	0.45821771	0.25827474	0.23053357	0.34777874	0.29755266	0.28108343	0.24603505	0.15069328	0.32626614	0.40753555	0.28980072
SAMPLE_112536	0.24118873	0.45127817	0.37031108	0.28803423	0.31902638	0.35863571	0.39270599	0.28736582	0.33854211	0.19379548	0.18170175	0.1838173	0.35295356	0.19071702	0.37074926	0.21125363	0.40892362	0.42206585	0.34698687	0.4916903	0.48635314	0.51057634	0.5023064	0.50127232	0.43272846	0.50158386	0.52028221	0.50051293	0.50291894	0.30552109	0.34792597	0.41977948	0.31854208	0.33643892	0.30740842	0.38998813	0.30377876	0.31560459	0.0	0.31175606	0.30975216	0.32012228	0.25577092	0.31908923	0.4165088	0.35538489	0.33145339	0.49572354	0.49025874	0.51084172	0.5083035	0.41054834	0.33720275	0.26353824	0.23374055	0.36484106	0.41925405	0.44446911	0.2814083	0.30609384	0.26694187	0.49513429	0.28007934	0.34202343
SAMPLE_112537	0.43531903	0.53657673	0.49276338	0.45442575	0.460003	0.48073389	0.52452251	0.44040712	0.45066563	0.4035865	0.38554895	0.34691656	0.46595214	0.3936409	0.48797334	0.38389427	0.45760524	0.47963141	0.38804123	0.5688259	0.5201845	0.53688428	0.52155702	0.53162742	0.4782972	0.52247488	0.54232985	0.55179165	0.54009686	0.45989493	0.39340027	0.43715218	0.43687132	0.45034154	0.39433686	0.52350895	0.42666828	0.39554165	0.31175606	0.0	0.45745444	0.46736132	0.46244326	0.43423317	0.46154568	0.50623971	0.50118347	0.5548238	0.51998398	0.54452082	0.56667176	0.40305266	0.44309839	0.34176236	0.37338263	0.40432962	0.53780741	0.49963995	0.32411236	0.37725378	0.38236607	0.50760093	0.41923176	0.42769295
SAMPLE_112512	0.21103867	0.35693033	0.41364656	0.31487115	0.31518666	0.36498561	0.46309655	0.32059354	0.27382807	0.30632688	0.32033919	0.32283958	0.3218676	0.31460542	0.31924276	0.39358233	0.44405904	0.42843851	0.24502389	0.44750714	0.44683064	0.44808638	0.45884374	0.43373496	0.4277122	0.4383087	0.40262445	0.44291225	0.44521768	0.22515249	0.40538767	0.36106122	0.29352016	0.41285506	0.45613078	0.33086417	0.19919816	0.28392865	0.30975216	0.45745444	0.0	0.1992299	0.26839702	0.43344811	0.56288764	0.27661959	0.23728167	0.45647084	0.46241704	0.43797746	0.4740008	0.32116018	0.23703117	0.4797521	0.29836675	0.26566526	0.39790713	0.41071407	0.41081666	0.38254862	0.29600717	0.45064939	0.29698592	0.16981887
SAMPLE_112513	0.16997789	0.28653433	0.30576908	0.21232139	0.22244848	0.28541257	0.35641041	0.25390728	0.33785671	0.25828622	0.32410857	0.33695586	0.4592089	0.32919814	0.34001308	0.30962063	0.56152502	0.54586443	0.32707579	0.57571158	0.5606186	0.56207864	0.57531154	0.5546136	0.53942552	0.55474064	0.53417399	0.56914339	0.56526726	0.12846489	0.51545009	0.4615813	0.206102	0.35956834	0.38650064	0.21876393	0.2176493	0.37299545	0.32012228	0.46736132	0.1992299	0.0	0.21305346	0.34070969	0.50012922	0.18532291	0.16403417	0.58232974	0.58461588	0.56541914	0.59655248	0.4048736	0.36801091	0.48279454	0.38345073	0.33578588	0.50985985	0.54198557	0.48938582	0.47942636	0.37718455	0.56462669	0.19959622	0.24516251
SAMPLE_112510	0.18631339	0.26597363	0.27270248	0.21743125	0.14395168	0.21816077	0.31087441	0.2299587	0.27829323	0.19331796	0.21803273	0.30451412	0.456282	0.27477238	0.27787026	0.22609847	0.5522676	0.54680121	0.36289031	0.58436512	0.57085566	0.57913156	0.5924297	0.5656665	0.5286198	0.5690805	0.54815545	0.57601367	0.57836596	0.22455405	0.50236333	0.48188484	0.22467282	0.26360012	0.35316744	0.22086973	0.2931502	0.38185511	0.25577092	0.46244326	0.26839702	0.21305346	0.0	0.24773651	0.44516426	0.17612979	0.12528549	0.59497186	0.60043566	0.57943764	0.61362104	0.44395894	0.37308187	0.41573164	0.34769279	0.37317676	0.51577741	0.54687467	0.44905844	0.4456063	0.37309569	0.58477321	0.227604	0.32473641
SAMPLE_112511	0.30219398	0.34554608	0.22047991	0.24567522	0.19995877	0.21221202	0.22638182	0.29906813	0.37303766	0.19622319	0.25600092	0.37098297	0.54323731	0.29521105	0.38027901	0.17687824	0.59697651	0.61017126	0.48832954	0.65343589	0.63178861	0.64486215	0.65756733	0.63041547	0.58924699	0.62405289	0.6384011	0.63546394	0.64425003	0.3406556	0.53758002	0.55519915	0.31282045	0.26111811	0.27233325	0.25673924	0.42115625	0.45538614	0.31908923	0.43423317	0.43344811	0.34070969	0.24773651	0.0	0.35058715	0.2637388	0.3157024	0.66095923	0.66325373	0.64326509	0.67855479	0.53509117	0.48050626	0.37992367	0.44243592	0.48757361	0.57642684	0.60819176	0.42410357	0.50127765	0.4420559	0.64305674	0.29397045	0.4855998
SAMPLE_112516	0.45952131	0.52539995	0.37531884	0.40376971	0.37159166	0.32712279	0.36821309	0.4097464	0.51636647	0.40640884	0.45119205	0.4097019	0.56801956	0.47220152	0.51521856	0.30102695	0.5965694	0.64382673	0.65430965	0.71286274	0.70954066	0.72760464	0.71864374	0.72247004	0.67229026	0.72476138	0.74205453	0.71070489	0.72947164	0.52041511	0.59489929	0.65031838	0.47112188	0.34510738	0.27896024	0.41773431	0.6126401	0.60204159	0.4165088	0.46154568	0.56288764	0.50012922	0.44516426	0.35058715	0.0	0.42306201	0.49648115	0.71565556	0.70943018	0.73189632	0.72447492	0.69463098	0.59778473	0.344699	0.52101949	0.62573246	0.54472307	0.66866669	0.5558318	0.58104084	0.56032631	0.70975485	0.48872782	0.63496765
SAMPLE_112514	0.21322408	0.23748496	0.22680589	0.22607672	0.14490317	0.18453922	0.2655731	0.23719789	0.3726467	0.26220433	0.33616668	0.38190331	0.52806863	0.36554455	0.37139605	0.28125286	0.62176563	0.6169109	0.41396324	0.64655507	0.62495421	0.63637915	0.65224143	0.62556191	0.59808897	0.62736807	0.60903542	0.6336412	0.63869527	0.21573924	0.5756172	0.54436969	0.24408249	0.31193797	0.35446717	0.0961469	0.31191381	0.4448849	0.35538489	0.50623971	0.27661959	0.18532291	0.17612979	0.2637388	0.42306201	0.0	0.14738138	0.65400381	0.65487601	0.63743039	0.67424255	0.48778469	0.43628672	0.51001815	0.43819586	0.42091305	0.58418212	0.6076219	0.54746167	0.53775329	0.43799386	0.64596456	0.25087825	0.3450944
SAMPLE_112515	0.21377036	0.2091931	0.32138001	0.2649316	0.17728675	0.26381242	0.36348458	0.26704971	0.30849484	0.25576021	0.2969176	0.35119813	0.49122005	0.34823329	0.29909857	0.29010008	0.59610065	0.57839406	0.36574722	0.60956085	0.58990215	0.59787395	0.61544857	0.58821015	0.57039507	0.59128713	0.56935142	0.60061002	0.60070579	0.20295632	0.54505972	0.50846541	0.23807677	0.31589803	0.41069741	0.1838778	0.25453489	0.40481154	0.33145339	0.50118347	0.23728167	0.16403417	0.12528549	0.3157024	0.49648115	0.14738138	0.0	0.61976717	0.61678967	0.59968393	0.63684593	0.44059407	0.39554558	0.49569707	0.40024734	0.37657035	0.5468204	0.57088708	0.51405931	0.50231027	0.4051356	0.61384198	0.25322153	0.29727242
SAMPLE_112475	0.55431797	0.72373737	0.65887296	0.57139447	0.65476514	0.67294789	0.68025529	0.58486154	0.38992163	0.56591122	0.48571363	0.46682512	0.3124755	0.49294992	0.43142348	0.60728491	0.27713548	0.22620977	0.39717355	0.12885376	0.25729262	0.21221432	0.16188262	0.2430881	0.27234314	0.25398246	0.24603197	0.12616179	0.18083224	0.58795327	0.24291179	0.24941914	0.6283344	0.58621674	0.62717346	0.69584901	0.49510558	0.36392901	0.49572354	0.5548238	0.45647084	0.58232974	0.59497186	0.66095923	0.71565556	0.65400381	0.61976717	0.0	0.18555508	0.19517822	0.12700092	0.41861998	0.31616445	0.56666676	0.36026145	0.43180794	0.31865953	0.23668353	0.3742463	0.29161634	0.37593185	0.17261385	0.61313176	0.44096129
SAMPLE_112474	0.55692057	0.71727415	0.66094488	0.57609311	0.6556896	0.67483117	0.68570095	0.58738262	0.40132239	0.56783424	0.48777321	0.46441298	0.33808522	0.50032174	0.4459668	0.60115135	0.20950968	0.19313413	0.40841001	0.2158334	0.15637594	0.14558596	0.15374516	0.17763592	0.19566736	0.19138348	0.18580137	0.22881697	0.12531698	0.59253853	0.22528529	0.25920152	0.6313707	0.5827422	0.6158859	0.69615607	0.4974607	0.33689911	0.49025874	0.51998398	0.46241704	0.58461588	0.60043566	0.66325373	0.70943018	0.65487601	0.61678967	0.18555508	0.0	0.13741516	0.1943066	0.39388334	0.33721009	0.56124182	0.36891465	0.36987842	0.34630105	0.18338353	0.33765838	0.26579202	0.37165319	0.17765955	0.61519756	0.45530333
SAMPLE_112477	0.53657333	0.69937937	0.64118286	0.55948343	0.63644162	0.65598481	0.66643429	0.58394794	0.37719889	0.54804808	0.48406063	0.47271764	0.33453124	0.51702692	0.42475242	0.62331393	0.27470034	0.23789613	0.38905999	0.1970032	0.15545308	0.13003418	0.16250624	0.11659394	0.16534012	0.14906266	0.12155769	0.19570707	0.08349276	0.56864607	0.23161167	0.23729314	0.61275986	0.59496956	0.63704122	0.67736243	0.47783672	0.31162045	0.51084172	0.54452082	0.43797746	0.56541914	0.57943764	0.64326509	0.73189632	0.63743039	0.59968393	0.19517822	0.13741516	0.0	0.21694026	0.37815506	0.29821151	0.58237958	0.38539937	0.35480338	0.38481829	0.18487183	0.35662448	0.27951402	0.36053557	0.18715819	0.59320666	0.43840733
SAMPLE_112476	0.57323863	0.74015627	0.67634688	0.59397137	0.67142102	0.69069441	0.69723195	0.60332042	0.42479339	0.58434802	0.50715825	0.47444434	0.32758148	0.51778062	0.464873	0.61959759	0.28246312	0.24144001	0.40053403	0.16961712	0.28870606	0.24777292	0.14176356	0.2796768	0.2965127	0.29457704	0.27192699	0.18694493	0.216202	0.60717165	0.25339701	0.24141392	0.64402052	0.60169892	0.63884356	0.71133603	0.5005328	0.38460623	0.5083035	0.56667176	0.4740008	0.59655248	0.61362104	0.67855479	0.72447492	0.67424255	0.63684593	0.12700092	0.1943066	0.21694026	0.0	0.42290324	0.33439773	0.58053172	0.37428113	0.44345744	0.33464055	0.26302629	0.3954947	0.31393332	0.39820167	0.15994775	0.6307254	0.45091315
SAMPLE_112529	0.40301717	0.50937173	0.56217434	0.47007989	0.50059632	0.54304245	0.59259791	0.49226002	0.35203863	0.45054888	0.42672459	0.44106572	0.41089768	0.41492876	0.39611546	0.54199153	0.40319778	0.38143371	0.24661013	0.4277704	0.39137258	0.37181998	0.37392868	0.37881186	0.37581672	0.3599761	0.36964415	0.41493803	0.37741166	0.42193287	0.34066719	0.30649906	0.38053962	0.54860086	0.5781332	0.52420065	0.2828093	0.22921031	0.41054834	0.40305266	0.32116018	0.4048736	0.44395894	0.53509117	0.69463098	0.48778469	0.44059407	0.41861998	0.39388334	0.37815506	0.42290324	0.0	0.32201393	0.53590418	0.36990207	0.26776442	0.45308547	0.38545655	0.33612014	0.33890978	0.25719879	0.37569197	0.43462394	0.27690947
SAMPLE_112499	0.35477648	0.4918835	0.48608405	0.37734528	0.43054261	0.45392874	0.5158978	0.39906229	0.23242162	0.37068333	0.30077932	0.29220837	0.18685647	0.36704317	0.27215275	0.45472762	0.29773459	0.2958102	0.2407499	0.28886469	0.32324683	0.32443801	0.32268213	0.29519991	0.28856319	0.31143425	0.29215082	0.30632486	0.29589965	0.38577274	0.26991266	0.23208099	0.41580197	0.44715571	0.48726847	0.47200558	0.28374199	0.23152152	0.33720275	0.44309839	0.23703117	0.36801091	0.37308187	0.48050626	0.59778473	0.43628672	0.39554558	0.31616445	0.33721009	0.29821151	0.33439773	0.32201393	0.0	0.44257921	0.21306194	0.26430447	0.30159162	0.23984846	0.31343849	0.24270707	0.26825284	0.30192262	0.41877971	0.27752632
SAMPLE_112498	0.42956717	0.60212657	0.46204964	0.43708015	0.4648178	0.48930769	0.47908115	0.4403615	0.41916195	0.30312342	0.28781119	0.28592696	0.44570588	0.29522332	0.44163772	0.31881517	0.43772698	0.47795753	0.50788003	0.5777799	0.55975926	0.57577134	0.56521034	0.56882702	0.5100831	0.56108994	0.59166393	0.56616637	0.58033232	0.47715263	0.41666145	0.50489452	0.48646392	0.40874336	0.37850354	0.54261491	0.47494188	0.45821771	0.26353824	0.34176236	0.4797521	0.48279454	0.41573164	0.37992367	0.344699	0.51001815	0.49569707	0.56666676	0.56124182	0.58237958	0.58053172	0.53590418	0.44257921	0.0	0.35797275	0.48446846	0.43148489	0.51976047	0.29148976	0.38763966	0.40616693	0.55743495	0.44463138	0.51557411
SAMPLE_112497	0.32624074	0.52595338	0.46090721	0.34247894	0.41318779	0.45378976	0.49072732	0.36922623	0.2517758	0.32280595	0.23480666	0.20175141	0.20683867	0.27443045	0.31239329	0.3613687	0.28160703	0.28501822	0.30179398	0.35801845	0.37401899	0.38443239	0.36598023	0.38200069	0.30999893	0.38121291	0.40674384	0.37409208	0.37307267	0.3788815	0.24793356	0.28728015	0.40887771	0.38683533	0.41478199	0.47672588	0.29932871	0.25827474	0.23374055	0.37338263	0.29836675	0.38345073	0.34769279	0.44243592	0.52101949	0.43819586	0.40024734	0.36026145	0.36891465	0.38539937	0.37428113	0.36990207	0.21306194	0.35797275	0.0	0.30859091	0.27895372	0.30207428	0.24723967	0.18743413	0.2422102	0.34646088	0.39528477	0.3263273
SAMPLE_112496	0.37229707	0.40615909	0.48771168	0.39911475	0.42677704	0.47934351	0.53842335	0.43562014	0.28299775	0.38676726	0.33964751	0.37276876	0.3579461	0.38554574	0.31156644	0.47706023	0.38465812	0.36310123	0.25653141	0.4383236	0.36183336	0.34964324	0.36940752	0.3502097	0.34001596	0.34251294	0.32086607	0.42812031	0.353194	0.36267551	0.34934553	0.26557356	0.37475868	0.48339408	0.5091352	0.45256001	0.22693582	0.23053357	0.36484106	0.40432962	0.26566526	0.33578588	0.37317676	0.48757361	0.62573246	0.42091305	0.37657035	0.43180794	0.36987842	0.35480338	0.44345744	0.26776442	0.26430447	0.48446846	0.30859091	0.0	0.42223557	0.32624987	0.34265856	0.3217917	0.29244745	0.36242959	0.41416888	0.26559781
SAMPLE_112495	0.4828238	0.65400388	0.57896339	0.4936824	0.57177121	0.59345684	0.6115059	0.51775993	0.31457662	0.48481363	0.4063418	0.35759031	0.20310011	0.42648853	0.35114743	0.51219484	0.24896329	0.23317768	0.4295984	0.34760177	0.39416495	0.37389641	0.33950811	0.38112971	0.37529405	0.38608653	0.42461294	0.35341732	0.37361803	0.53119476	0.31405848	0.32932695	0.55596367	0.49220943	0.54168299	0.62632478	0.45101147	0.34777874	0.41925405	0.53780741	0.39790713	0.50985985	0.51577741	0.57642684	0.54472307	0.58418212	0.5468204	0.31865953	0.34630105	0.38481829	0.33464055	0.45308547	0.30159162	0.43148489	0.27895372	0.42223557	0.0	0.29841516	0.36172899	0.31338087	0.36158226	0.31859318	0.56261151	0.4479898
SAMPLE_112494	0.50164736	0.67072526	0.60955303	0.52349632	0.60266119	0.6202346	0.63304868	0.53994533	0.33735322	0.51517975	0.42840322	0.40974349	0.24220921	0.45540887	0.38116453	0.55816604	0.21418841	0.17563174	0.39249758	0.22009425	0.20236845	0.19755655	0.19399715	0.19482971	0.18918709	0.21542201	0.21754312	0.25517112	0.17517825	0.53725186	0.208146	0.22863371	0.58035273	0.53649361	0.57156771	0.64886758	0.44757123	0.29755266	0.44446911	0.49963995	0.41071407	0.54198557	0.54687467	0.60819176	0.66866669	0.6076219	0.57088708	0.23668353	0.18338353	0.18487183	0.26302629	0.38545655	0.23984846	0.51976047	0.30207428	0.32624987	0.29841516	0.0	0.30272041	0.22148323	0.32786528	0.17647224	0.56805839	0.4345016
SAMPLE_112493	0.42583639	0.62322289	0.50623896	0.44948731	0.50056568	0.52953601	0.52335867	0.46248628	0.32553497	0.34481622	0.28135507	0.28370086	0.30833928	0.2776977	0.38147118	0.38649865	0.26518934	0.26422181	0.35661253	0.39222674	0.3491925	0.34786714	0.34396716	0.34651604	0.28659782	0.33268626	0.38133765	0.38236673	0.35408982	0.47335931	0.21824975	0.31244376	0.49232456	0.44262032	0.42716582	0.58505443	0.41764506	0.28108343	0.2814083	0.32411236	0.41081666	0.48938582	0.44905844	0.42410357	0.5558318	0.54746167	0.51405931	0.3742463	0.33765838	0.35662448	0.3954947	0.33612014	0.31343849	0.29148976	0.24723967	0.34265856	0.36172899	0.30272041	0.0	0.18716478	0.26075495	0.33478501	0.43939116	0.41207381
SAMPLE_112492	0.41769171	0.61473915	0.52762762	0.44186131	0.50857642	0.54403625	0.53555941	0.45739048	0.29582119	0.40061962	0.31956275	0.29543888	0.24180992	0.33200436	0.35834096	0.44301031	0.1847842	0.19805445	0.32524959	0.29763244	0.27474742	0.28446604	0.27576416	0.28525218	0.20721276	0.27922022	0.30982255	0.30869319	0.26530808	0.47043575	0.13587557	0.21350932	0.51012584	0.44941838	0.4682576	0.57721255	0.39530966	0.24603505	0.30609384	0.37725378	0.38254862	0.47942636	0.4456063	0.50127765	0.58104084	0.53775329	0.50231027	0.29161634	0.26579202	0.27951402	0.31393332	0.33890978	0.24270707	0.38763966	0.18743413	0.3217917	0.31338087	0.22148323	0.18716478	0.0	0.23532859	0.25703055	0.45374638	0.37689949
SAMPLE_112491	0.31172712	0.49620704	0.46284987	0.36560226	0.42550377	0.46132308	0.48682092	0.38000893	0.27625372	0.32287599	0.27931664	0.28638237	0.31183791	0.28761703	0.32433991	0.40501102	0.30185663	0.32714322	0.31737484	0.37290673	0.34955105	0.36965765	0.37204765	0.34908441	0.30364685	0.35614693	0.37889846	0.35554122	0.36422807	0.3700683	0.2533106	0.30602799	0.39078981	0.42560949	0.44583467	0.47662632	0.30059907	0.15069328	0.26694187	0.38236607	0.29600717	0.37718455	0.37309569	0.4420559	0.56032631	0.43799386	0.4051356	0.37593185	0.37165319	0.36053557	0.39820167	0.25719879	0.26825284	0.40616693	0.2422102	0.29244745	0.36158226	0.32786528	0.26075495	0.23532859	0.0	0.36908894	0.37535105	0.32176714
SAMPLE_112490	0.54384342	0.70095424	0.64154237	0.55736618	0.64022023	0.66476204	0.67381638	0.57709653	0.3714435	0.55723305	0.47221982	0.45425487	0.31087823	0.49018701	0.42231601	0.6006959	0.23238165	0.1879564	0.37737168	0.21012075	0.23820979	0.20926593	0.11705291	0.22591753	0.24317207	0.23792819	0.22765672	0.22905792	0.17564555	0.5759778	0.21590572	0.18255053	0.60890447	0.57360689	0.60639387	0.68308646	0.46997715	0.32626614	0.49513429	0.50760093	0.45064939	0.56462669	0.58477321	0.64305674	0.70975485	0.64596456	0.61384198	0.17261385	0.17765955	0.18715819	0.15994775	0.37569197	0.30192262	0.55743495	0.34646088	0.36242959	0.31859318	0.17647224	0.33478501	0.25703055	0.36908894	0.0	0.60723331	0.4332832
SAMPLE_112528	0.21477249	0.34609037	0.27724522	0.22627471	0.22213026	0.28155717	0.33322501	0.22487448	0.39407523	0.24971326	0.32109813	0.33885436	0.4937246	0.3075743	0.40665526	0.28436095	0.5559678	0.56644665	0.36626291	0.60151442	0.58170684	0.59465546	0.61004956	0.58194948	0.54137554	0.58060418	0.56356603	0.59147243	0.59671936	0.15349371	0.49321913	0.50763702	0.26373804	0.36121698	0.36698738	0.27250763	0.29467922	0.40753555	0.28007934	0.41923176	0.29698592	0.19959622	0.227604	0.29397045	0.48872782	0.25087825	0.25322153	0.61313176	0.61519756	0.59320666	0.6307254	0.43462394	0.41877971	0.44463138	0.39528477	0.41416888	0.56261151	0.56805839	0.43939116	0.45374638	0.37535105	0.60723331	0.0	0.33196959
SAMPLE_112532	0.27098396	0.41347434	0.48988489	0.37667548	0.38227173	0.44193938	0.52517318	0.38280963	0.34730452	0.35892037	0.35024756	0.36604055	0.36135017	0.33590363	0.37579617	0.4500755	0.44866405	0.4266606	0.15950422	0.43660819	0.44526155	0.43595825	0.43723401	0.43782135	0.43198403	0.43091105	0.4085016	0.4310741	0.43795035	0.27122264	0.39408578	0.33305639	0.31281299	0.48925943	0.52044819	0.39963194	0.18821141	0.28980072	0.34202343	0.42769295	0.16981887	0.24516251	0.32473641	0.4855998	0.63496765	0.3450944	0.29727242	0.44096129	0.45530333	0.43840733	0.45091315	0.27690947	0.27752632	0.51557411	0.3263273	0.26559781	0.4479898	0.4345016	0.41207381	0.37689949	0.32176714	0.4332832	0.33196959	0.0
