	sequences per sample	iteration	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538
alpha_rarefaction_109_0.txt	109	0	24.0	23.0	34.0	17.0	21.0	38.0	18.0	19.0	30.0	13.0	15.0	13.0	21.0	10.0	13.0	15.0	13.0	15.0	17.0	8.0	9.0	16.0	12.0	14.0	10.0	12.0	16.0	14.0	10.0	12.0	14.0	11.0	11.0	13.0	15.0	13.0	13.0	12.0	13.0	10.0	10.0	15.0	13.0	15.0	12.0	15.0	14.0	12.0	12.0	12.0	14.0	13.0	8.0	15.0	5.0	11.0	18.0	13.0	9.0	12.0	8.0
alpha_rarefaction_109_1.txt	109	1	24.0	22.0	38.0	20.0	17.0	34.0	20.0	14.0	19.0	17.0	17.0	13.0	17.0	9.0	13.0	16.0	12.0	13.0	14.0	9.0	9.0	16.0	12.0	14.0	8.0	10.0	15.0	16.0	9.0	13.0	15.0	11.0	13.0	14.0	15.0	12.0	17.0	14.0	13.0	15.0	15.0	11.0	10.0	14.0	14.0	10.0	15.0	14.0	13.0	15.0	15.0	14.0	7.0	13.0	6.0	15.0	15.0	12.0	13.0	12.0	4.0
alpha_rarefaction_109_2.txt	109	2	21.0	20.0	36.0	16.0	18.0	39.0	17.0	18.0	23.0	15.0	13.0	16.0	18.0	6.0	15.0	12.0	12.0	15.0	9.0	13.0	10.0	15.0	11.0	14.0	11.0	13.0	15.0	14.0	8.0	14.0	13.0	11.0	11.0	14.0	13.0	12.0	13.0	14.0	16.0	14.0	13.0	10.0	17.0	16.0	13.0	14.0	12.0	11.0	12.0	15.0	16.0	13.0	8.0	12.0	5.0	13.0	13.0	15.0	15.0	13.0	5.0
alpha_rarefaction_109_3.txt	109	3	25.0	19.0	35.0	19.0	19.0	36.0	17.0	17.0	24.0	20.0	19.0	14.0	15.0	7.0	9.0	15.0	9.0	14.0	16.0	12.0	6.0	15.0	11.0	12.0	8.0	11.0	17.0	15.0	7.0	15.0	12.0	12.0	12.0	11.0	12.0	15.0	15.0	14.0	12.0	11.0	15.0	12.0	12.0	13.0	12.0	14.0	13.0	12.0	12.0	14.0	15.0	14.0	6.0	13.0	5.0	11.0	13.0	14.0	14.0	14.0	4.0
alpha_rarefaction_109_4.txt	109	4	23.0	24.0	37.0	24.0	22.0	34.0	16.0	15.0	18.0	17.0	11.0	17.0	15.0	10.0	13.0	16.0	15.0	11.0	13.0	12.0	9.0	16.0	9.0	10.0	10.0	12.0	19.0	17.0	12.0	14.0	10.0	11.0	12.0	12.0	12.0	16.0	14.0	16.0	11.0	9.0	11.0	9.0	9.0	15.0	10.0	14.0	15.0	15.0	13.0	16.0	15.0	13.0	7.0	18.0	7.0	10.0	15.0	14.0	12.0	14.0	6.0
alpha_rarefaction_109_5.txt	109	5	22.0	19.0	40.0	22.0	20.0	34.0	22.0	18.0	27.0	16.0	14.0	11.0	18.0	12.0	17.0	17.0	11.0	15.0	11.0	9.0	9.0	14.0	10.0	11.0	8.0	15.0	14.0	12.0	10.0	14.0	11.0	9.0	12.0	12.0	11.0	12.0	13.0	15.0	15.0	13.0	10.0	11.0	12.0	12.0	10.0	11.0	13.0	10.0	17.0	13.0	15.0	15.0	8.0	10.0	6.0	12.0	15.0	14.0	12.0	13.0	8.0
alpha_rarefaction_109_6.txt	109	6	26.0	26.0	35.0	17.0	21.0	34.0	18.0	17.0	20.0	11.0	16.0	17.0	18.0	10.0	11.0	20.0	13.0	12.0	17.0	12.0	9.0	14.0	11.0	13.0	14.0	11.0	16.0	15.0	13.0	13.0	13.0	11.0	11.0	16.0	10.0	12.0	14.0	14.0	13.0	12.0	16.0	14.0	13.0	14.0	12.0	13.0	13.0	11.0	15.0	14.0	13.0	13.0	8.0	12.0	5.0	10.0	15.0	14.0	13.0	11.0	5.0
alpha_rarefaction_109_7.txt	109	7	20.0	23.0	38.0	22.0	20.0	34.0	18.0	13.0	24.0	11.0	16.0	11.0	19.0	9.0	12.0	16.0	10.0	13.0	15.0	13.0	12.0	18.0	12.0	13.0	11.0	11.0	16.0	14.0	13.0	18.0	15.0	10.0	10.0	13.0	14.0	10.0	13.0	12.0	13.0	9.0	13.0	14.0	10.0	14.0	11.0	14.0	14.0	13.0	16.0	15.0	14.0	13.0	6.0	13.0	5.0	11.0	17.0	14.0	14.0	12.0	7.0
alpha_rarefaction_109_8.txt	109	8	21.0	22.0	41.0	20.0	17.0	40.0	19.0	16.0	18.0	15.0	20.0	12.0	17.0	11.0	10.0	13.0	13.0	14.0	12.0	10.0	9.0	14.0	12.0	13.0	9.0	11.0	14.0	16.0	8.0	12.0	13.0	12.0	13.0	17.0	14.0	11.0	14.0	14.0	11.0	13.0	14.0	10.0	13.0	12.0	10.0	13.0	12.0	13.0	13.0	15.0	14.0	11.0	7.0	13.0	6.0	10.0	18.0	13.0	11.0	12.0	5.0
alpha_rarefaction_109_9.txt	109	9	20.0	22.0	32.0	22.0	21.0	37.0	18.0	17.0	18.0	13.0	16.0	12.0	18.0	8.0	10.0	15.0	10.0	14.0	16.0	12.0	9.0	13.0	15.0	14.0	11.0	12.0	19.0	14.0	11.0	13.0	13.0	10.0	11.0	15.0	9.0	13.0	16.0	13.0	17.0	15.0	15.0	13.0	13.0	14.0	14.0	11.0	12.0	14.0	11.0	15.0	16.0	15.0	7.0	13.0	5.0	13.0	15.0	14.0	9.0	11.0	7.0
alpha_rarefaction_208_0.txt	208	0	31.0	25.0	52.0	22.0	24.0	53.0	25.0	17.0	27.0	17.0	22.0	18.0	21.0	11.0	16.0	19.0	13.0	15.0	14.0	16.0	9.0	19.0	18.0	15.0	14.0	13.0	19.0	18.0	9.0	16.0	16.0	9.0	12.0	18.0	14.0	13.0	13.0	15.0	18.0	15.0	17.0	17.0	14.0	15.0	14.0	17.0	14.0	18.0	19.0	18.0	16.0	19.0	9.0	14.0	7.0	14.0	20.0	17.0	14.0	14.0	8.0
alpha_rarefaction_208_1.txt	208	1	33.0	30.0	55.0	33.0	27.0	55.0	26.0	24.0	27.0	21.0	19.0	25.0	24.0	13.0	14.0	22.0	16.0	14.0	17.0	18.0	10.0	23.0	13.0	15.0	16.0	13.0	21.0	17.0	13.0	14.0	18.0	14.0	12.0	15.0	16.0	13.0	15.0	14.0	18.0	12.0	16.0	11.0	14.0	16.0	11.0	16.0	18.0	16.0	19.0	18.0	18.0	20.0	7.0	15.0	6.0	15.0	16.0	18.0	14.0	13.0	8.0
alpha_rarefaction_208_2.txt	208	2	28.0	27.0	54.0	23.0	21.0	52.0	26.0	22.0	32.0	20.0	19.0	18.0	25.0	14.0	17.0	18.0	15.0	17.0	20.0	13.0	11.0	23.0	13.0	14.0	12.0	16.0	22.0	17.0	13.0	17.0	16.0	13.0	13.0	15.0	16.0	16.0	16.0	16.0	17.0	17.0	15.0	15.0	15.0	13.0	14.0	15.0	17.0	17.0	15.0	20.0	17.0	17.0	9.0	15.0	6.0	17.0	16.0	21.0	17.0	15.0	5.0
alpha_rarefaction_208_3.txt	208	3	34.0	26.0	53.0	26.0	25.0	55.0	23.0	27.0	25.0	19.0	26.0	17.0	26.0	14.0	16.0	20.0	13.0	15.0	16.0	15.0	9.0	18.0	15.0	15.0	13.0	15.0	19.0	16.0	16.0	15.0	20.0	12.0	12.0	15.0	14.0	16.0	16.0	18.0	21.0	14.0	16.0	17.0	15.0	15.0	11.0	15.0	14.0	18.0	17.0	19.0	17.0	15.0	8.0	15.0	8.0	13.0	16.0	19.0	15.0	15.0	6.0
alpha_rarefaction_208_4.txt	208	4	28.0	31.0	54.0	25.0	26.0	56.0	23.0	19.0	25.0	19.0	21.0	15.0	21.0	13.0	17.0	21.0	16.0	20.0	17.0	14.0	12.0	18.0	12.0	18.0	11.0	14.0	20.0	17.0	15.0	21.0	16.0	14.0	15.0	15.0	14.0	14.0	17.0	15.0	14.0	15.0	16.0	12.0	17.0	18.0	16.0	16.0	18.0	14.0	19.0	16.0	16.0	15.0	9.0	18.0	8.0	16.0	16.0	17.0	16.0	14.0	6.0
alpha_rarefaction_208_5.txt	208	5	29.0	34.0	50.0	24.0	22.0	58.0	23.0	22.0	25.0	22.0	19.0	20.0	19.0	9.0	18.0	20.0	13.0	16.0	22.0	14.0	12.0	18.0	16.0	17.0	12.0	17.0	18.0	17.0	12.0	16.0	12.0	10.0	13.0	17.0	15.0	17.0	16.0	16.0	13.0	15.0	16.0	13.0	12.0	15.0	17.0	18.0	14.0	13.0	18.0	20.0	16.0	17.0	10.0	13.0	6.0	12.0	21.0	16.0	13.0	13.0	10.0
alpha_rarefaction_208_6.txt	208	6	25.0	26.0	57.0	27.0	22.0	57.0	23.0	22.0	25.0	18.0	17.0	14.0	23.0	13.0	15.0	21.0	14.0	18.0	17.0	15.0	12.0	17.0	17.0	18.0	12.0	17.0	20.0	17.0	12.0	16.0	17.0	14.0	14.0	14.0	14.0	14.0	17.0	18.0	19.0	17.0	18.0	14.0	13.0	16.0	16.0	16.0	15.0	17.0	18.0	16.0	19.0	15.0	9.0	13.0	5.0	14.0	16.0	17.0	14.0	15.0	8.0
alpha_rarefaction_208_7.txt	208	7	28.0	25.0	46.0	20.0	24.0	52.0	26.0	23.0	32.0	19.0	20.0	15.0	24.0	14.0	16.0	19.0	12.0	12.0	18.0	15.0	10.0	15.0	15.0	16.0	12.0	16.0	21.0	19.0	14.0	19.0	18.0	11.0	11.0	17.0	17.0	13.0	17.0	15.0	18.0	15.0	14.0	12.0	13.0	14.0	15.0	17.0	18.0	16.0	15.0	19.0	21.0	16.0	8.0	14.0	7.0	14.0	20.0	18.0	14.0	16.0	5.0
alpha_rarefaction_208_8.txt	208	8	33.0	27.0	56.0	24.0	22.0	55.0	28.0	21.0	27.0	21.0	22.0	15.0	24.0	10.0	15.0	18.0	14.0	18.0	14.0	10.0	10.0	19.0	15.0	17.0	9.0	14.0	15.0	18.0	12.0	13.0	15.0	12.0	17.0	19.0	13.0	14.0	17.0	16.0	15.0	16.0	19.0	13.0	16.0	15.0	16.0	20.0	17.0	16.0	19.0	17.0	17.0	16.0	9.0	16.0	7.0	18.0	18.0	18.0	17.0	14.0	7.0
alpha_rarefaction_208_9.txt	208	9	31.0	31.0	42.0	25.0	24.0	57.0	30.0	21.0	23.0	20.0	24.0	14.0	23.0	12.0	15.0	21.0	15.0	18.0	15.0	14.0	10.0	19.0	17.0	15.0	13.0	14.0	19.0	18.0	13.0	15.0	14.0	12.0	13.0	14.0	17.0	15.0	18.0	17.0	16.0	14.0	15.0	13.0	13.0	14.0	10.0	14.0	15.0	12.0	16.0	14.0	14.0	16.0	9.0	15.0	7.0	17.0	16.0	15.0	16.0	19.0	8.0
alpha_rarefaction_307_0.txt	307	0	29.0	27.0	58.0	29.0	34.0	66.0	28.0	33.0	29.0	22.0	25.0	19.0	31.0	12.0	21.0	20.0	16.0	19.0	17.0	15.0	13.0	19.0	16.0	22.0	15.0	18.0	21.0	19.0	12.0	18.0	15.0	13.0	15.0	18.0	17.0	16.0	15.0	16.0	15.0	18.0	14.0	15.0	18.0	17.0	20.0	20.0	20.0	17.0	17.0	20.0	24.0	19.0	9.0	17.0	12.0	17.0	20.0	20.0	19.0	18.0	12.0
alpha_rarefaction_307_1.txt	307	1	33.0	28.0	66.0	30.0	30.0	69.0	27.0	26.0	35.0	23.0	26.0	19.0	24.0	14.0	17.0	26.0	14.0	23.0	18.0	16.0	13.0	20.0	18.0	18.0	16.0	16.0	22.0	23.0	14.0	16.0	15.0	17.0	16.0	16.0	15.0	18.0	20.0	17.0	23.0	15.0	22.0	15.0	16.0	18.0	17.0	19.0	18.0	15.0	18.0	20.0	17.0	17.0	8.0	17.0	7.0	16.0	19.0	20.0	13.0	20.0	8.0
alpha_rarefaction_307_2.txt	307	2	43.0	31.0	63.0	31.0	27.0	72.0	40.0	28.0	31.0	20.0	21.0	22.0	26.0	14.0	20.0	20.0	17.0	16.0	19.0	18.0	15.0	20.0	15.0	20.0	12.0	18.0	18.0	22.0	13.0	17.0	16.0	14.0	15.0	18.0	20.0	19.0	20.0	18.0	21.0	16.0	20.0	14.0	14.0	17.0	14.0	15.0	17.0	19.0	19.0	20.0	20.0	18.0	10.0	17.0	9.0	18.0	18.0	21.0	16.0	19.0	10.0
alpha_rarefaction_307_3.txt	307	3	39.0	37.0	64.0	35.0	30.0	69.0	27.0	21.0	31.0	25.0	22.0	20.0	29.0	14.0	17.0	24.0	17.0	17.0	14.0	19.0	11.0	20.0	15.0	16.0	16.0	17.0	19.0	21.0	11.0	22.0	13.0	17.0	12.0	18.0	16.0	16.0	19.0	14.0	17.0	20.0	22.0	18.0	12.0	15.0	13.0	22.0	17.0	17.0	18.0	19.0	19.0	17.0	11.0	14.0	6.0	19.0	20.0	21.0	19.0	22.0	8.0
alpha_rarefaction_307_4.txt	307	4	38.0	33.0	60.0	28.0	29.0	66.0	32.0	29.0	30.0	19.0	23.0	20.0	27.0	13.0	22.0	21.0	17.0	20.0	21.0	16.0	9.0	18.0	20.0	19.0	14.0	16.0	20.0	19.0	14.0	18.0	16.0	14.0	12.0	18.0	16.0	16.0	18.0	16.0	19.0	18.0	21.0	17.0	16.0	17.0	15.0	16.0	17.0	19.0	20.0	19.0	18.0	17.0	9.0	15.0	10.0	15.0	18.0	23.0	21.0	22.0	9.0
alpha_rarefaction_307_5.txt	307	5	28.0	34.0	71.0	31.0	30.0	67.0	31.0	30.0	36.0	20.0	21.0	20.0	30.0	11.0	20.0	18.0	22.0	17.0	20.0	20.0	11.0	24.0	18.0	15.0	18.0	17.0	18.0	18.0	17.0	20.0	15.0	14.0	12.0	16.0	18.0	15.0	14.0	18.0	18.0	17.0	17.0	15.0	14.0	19.0	18.0	19.0	20.0	16.0	19.0	20.0	21.0	18.0	11.0	14.0	7.0	17.0	15.0	15.0	20.0	17.0	6.0
alpha_rarefaction_307_6.txt	307	6	41.0	29.0	62.0	33.0	31.0	61.0	30.0	31.0	32.0	25.0	27.0	20.0	28.0	11.0	22.0	21.0	15.0	20.0	19.0	17.0	13.0	17.0	13.0	23.0	13.0	14.0	18.0	22.0	13.0	19.0	19.0	15.0	17.0	19.0	13.0	15.0	16.0	15.0	17.0	18.0	14.0	18.0	16.0	13.0	14.0	18.0	18.0	16.0	21.0	20.0	17.0	18.0	11.0	16.0	9.0	13.0	17.0	21.0	18.0	17.0	11.0
alpha_rarefaction_307_7.txt	307	7	39.0	34.0	64.0	26.0	26.0	71.0	27.0	24.0	34.0	23.0	17.0	20.0	22.0	15.0	21.0	22.0	18.0	19.0	17.0	14.0	11.0	21.0	14.0	23.0	14.0	18.0	23.0	20.0	13.0	18.0	19.0	13.0	13.0	21.0	17.0	16.0	16.0	23.0	20.0	16.0	22.0	18.0	15.0	17.0	16.0	15.0	16.0	16.0	18.0	22.0	17.0	17.0	10.0	19.0	7.0	13.0	19.0	19.0	17.0	17.0	9.0
alpha_rarefaction_307_8.txt	307	8	35.0	29.0	65.0	30.0	27.0	69.0	28.0	25.0	32.0	21.0	22.0	19.0	24.0	16.0	18.0	24.0	18.0	20.0	18.0	16.0	12.0	21.0	15.0	18.0	15.0	16.0	24.0	18.0	14.0	18.0	19.0	16.0	13.0	17.0	18.0	14.0	16.0	16.0	21.0	18.0	20.0	16.0	15.0	16.0	18.0	15.0	17.0	15.0	21.0	23.0	19.0	19.0	8.0	20.0	8.0	15.0	16.0	21.0	21.0	17.0	9.0
alpha_rarefaction_307_9.txt	307	9	37.0	30.0	70.0	25.0	29.0	70.0	26.0	33.0	31.0	21.0	22.0	24.0	23.0	13.0	20.0	19.0	17.0	18.0	18.0	13.0	9.0	21.0	17.0	16.0	12.0	17.0	21.0	19.0	15.0	19.0	16.0	13.0	15.0	17.0	16.0	18.0	17.0	17.0	16.0	20.0	15.0	16.0	15.0	17.0	15.0	19.0	20.0	18.0	18.0	19.0	23.0	17.0	9.0	18.0	8.0	18.0	19.0	19.0	19.0	19.0	7.0
alpha_rarefaction_406_0.txt	406	0	36.0	37.0	75.0	26.0	34.0	76.0	40.0	32.0	39.0	30.0	28.0	23.0	22.0	18.0	18.0	27.0	14.0	22.0	20.0	16.0	10.0	21.0	20.0	20.0	15.0	24.0	18.0	23.0	16.0	19.0	22.0	14.0	12.0	18.0	21.0	17.0	23.0	19.0	21.0	14.0	18.0	15.0	22.0	20.0	16.0	22.0	17.0	16.0	24.0	19.0	25.0	22.0	10.0	16.0	6.0	21.0	21.0	17.0	19.0	21.0	10.0
alpha_rarefaction_406_1.txt	406	1	44.0	31.0	76.0	33.0	28.0	74.0	37.0	31.0	36.0	25.0	21.0	20.0	27.0	17.0	16.0	23.0	21.0	20.0	25.0	20.0	13.0	21.0	17.0	18.0	16.0	21.0	21.0	24.0	17.0	21.0	18.0	16.0	16.0	21.0	17.0	16.0	20.0	18.0	22.0	19.0	20.0	16.0	23.0	19.0	17.0	18.0	19.0	16.0	19.0	20.0	19.0	16.0	9.0	20.0	9.0	19.0	21.0	25.0	17.0	16.0	11.0
alpha_rarefaction_406_2.txt	406	2	43.0	39.0	68.0	35.0	31.0	81.0	33.0	34.0	30.0	24.0	26.0	26.0	31.0	15.0	22.0	25.0	21.0	21.0	22.0	18.0	14.0	26.0	20.0	18.0	13.0	16.0	22.0	22.0	14.0	19.0	22.0	15.0	14.0	18.0	20.0	18.0	16.0	19.0	17.0	18.0	19.0	16.0	18.0	20.0	18.0	18.0	19.0	18.0	20.0	24.0	25.0	20.0	9.0	20.0	8.0	17.0	19.0	25.0	18.0	18.0	7.0
alpha_rarefaction_406_3.txt	406	3	40.0	36.0	76.0	30.0	27.0	69.0	33.0	35.0	34.0	27.0	26.0	27.0	29.0	16.0	23.0	24.0	20.0	19.0	22.0	17.0	14.0	21.0	16.0	18.0	21.0	19.0	24.0	25.0	15.0	18.0	19.0	15.0	17.0	20.0	18.0	15.0	18.0	17.0	21.0	21.0	18.0	15.0	16.0	18.0	18.0	22.0	18.0	16.0	23.0	23.0	22.0	20.0	9.0	17.0	6.0	20.0	23.0	19.0	19.0	18.0	10.0
alpha_rarefaction_406_4.txt	406	4	39.0	36.0	77.0	30.0	35.0	74.0	33.0	28.0	38.0	22.0	23.0	23.0	26.0	15.0	25.0	24.0	19.0	19.0	18.0	17.0	13.0	22.0	18.0	24.0	16.0	20.0	22.0	21.0	20.0	19.0	19.0	16.0	16.0	20.0	19.0	17.0	20.0	17.0	17.0	16.0	23.0	17.0	15.0	20.0	16.0	17.0	18.0	19.0	27.0	19.0	21.0	19.0	8.0	16.0	8.0	19.0	20.0	23.0	19.0	18.0	9.0
alpha_rarefaction_406_5.txt	406	5	40.0	37.0	73.0	34.0	25.0	83.0	42.0	34.0	34.0	24.0	28.0	23.0	28.0	17.0	18.0	26.0	20.0	23.0	19.0	21.0	14.0	17.0	20.0	24.0	16.0	17.0	23.0	23.0	15.0	22.0	17.0	18.0	15.0	22.0	21.0	16.0	25.0	18.0	21.0	18.0	20.0	17.0	14.0	19.0	17.0	20.0	17.0	17.0	23.0	23.0	22.0	18.0	12.0	21.0	8.0	20.0	25.0	23.0	15.0	19.0	11.0
alpha_rarefaction_406_6.txt	406	6	44.0	36.0	78.0	38.0	32.0	70.0	33.0	38.0	31.0	24.0	28.0	19.0	22.0	14.0	24.0	23.0	16.0	21.0	23.0	17.0	13.0	20.0	15.0	21.0	16.0	20.0	24.0	22.0	16.0	17.0	19.0	15.0	14.0	26.0	18.0	14.0	17.0	19.0	19.0	18.0	18.0	16.0	17.0	17.0	17.0	20.0	16.0	20.0	21.0	26.0	21.0	20.0	8.0	18.0	8.0	25.0	19.0	18.0	19.0	17.0	10.0
alpha_rarefaction_406_7.txt	406	7	46.0	42.0	72.0	30.0	29.0	69.0	34.0	35.0	37.0	23.0	27.0	23.0	32.0	15.0	20.0	24.0	17.0	21.0	20.0	18.0	14.0	27.0	20.0	26.0	16.0	18.0	23.0	20.0	21.0	21.0	19.0	14.0	14.0	23.0	19.0	16.0	20.0	20.0	16.0	16.0	24.0	16.0	17.0	16.0	19.0	21.0	22.0	17.0	26.0	19.0	23.0	17.0	11.0	20.0	11.0	24.0	22.0	23.0	21.0	20.0	8.0
