	SAMPLE_112509	SAMPLE_112508	SAMPLE_112525	SAMPLE_112524	SAMPLE_112522	SAMPLE_112521	SAMPLE_112520	SAMPLE_112501	SAMPLE_112500	SAMPLE_112503	SAMPLE_112502	SAMPLE_112505	SAMPLE_112504	SAMPLE_112507	SAMPLE_112506	SAMPLE_112488	SAMPLE_112489	SAMPLE_112533	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112478	SAMPLE_112538	SAMPLE_112527	SAMPLE_112526	SAMPLE_112530	SAMPLE_112531	SAMPLE_112518	SAMPLE_112519	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112512	SAMPLE_112513	SAMPLE_112510	SAMPLE_112511	SAMPLE_112516	SAMPLE_112514	SAMPLE_112515	SAMPLE_112475	SAMPLE_112474	SAMPLE_112477	SAMPLE_112476	SAMPLE_112529	SAMPLE_112499	SAMPLE_112498	SAMPLE_112497	SAMPLE_112496	SAMPLE_112495	SAMPLE_112528	SAMPLE_112493	SAMPLE_112492	SAMPLE_112491	SAMPLE_112490	SAMPLE_112532
SAMPLE_112534	0.48885079	0.32146492	0.603693	0.53530116	0.72703414	0.68920459	0.50183938	0.36386149	0.64981978	0.21811972	0.38460144	0.55235658	0.73489989	0.76886794	0.40569654	0.70879421	0.48791818	0.42808705	0.75398556	0.37471573	0.44828898	0.54123992	0.39600696	0.38768171	0.53370921	0.55870298	0.68043544	1.32566337	0.48895464	0.26455293	0.75754053	0.58873966	0.48708611	0.57366861	0.0	0.48656833	0.51020345	0.33554021	0.56569632	0.38896773	0.49194175	0.33058541	0.37887494	0.36669698	0.72149899	1.01221959	0.54211525	0.54967716	0.62323528	1.03393211	0.549383	0.47622485	0.38354336	0.51288617	0.52805865	0.76021797	0.3534925	0.38895353	0.48624721	0.53233527	0.87061629
SAMPLE_112535	0.72732088	0.39428403	0.63369233	0.67401021	0.97764623	0.88510294	0.71060367	0.23920168	0.25972405	0.39133485	0.27008927	0.92504107	0.71448382	1.00517841	0.26728909	0.30578304	0.10553147	0.67226008	0.89869389	0.3761876	0.56104891	0.67939735	0.41550537	0.3328368	0.58318496	0.67973025	0.77075035	1.42812034	0.14536077	0.33696784	0.98468386	0.54476895	0.6555974	0.62092738	0.48656833	0.0	0.10410824	0.46326944	0.83195621	0.73555592	0.2519315	0.23650796	0.34410767	0.50755311	0.70345118	1.16210364	0.62685792	0.64901573	0.78331427	1.09385524	0.23604785	0.08816132	0.22200233	0.19164216	0.20530216	1.01407408	0.34059513	0.16818194	0.08521848	0.56922198	1.22051186
SAMPLE_112536	0.72884114	0.42361521	0.64415907	0.67665517	0.98834523	0.90115798	0.72112511	0.21943742	0.19465919	0.41564629	0.28521577	0.93691851	0.66129484	1.01486109	0.27961809	0.2483928	0.07228377	0.66922684	0.93571145	0.41926602	0.59880995	0.72007633	0.45885529	0.38327578	0.63923604	0.73015937	0.81392829	1.4559364	0.12635653	0.33978898	1.01202048	0.53525349	0.65891572	0.63529598	0.51020345	0.10410824	0.0	0.46834386	0.84144419	0.73884122	0.19606448	0.2885397	0.33186657	0.50904963	0.65134688	1.182837	0.67033406	0.69457869	0.79639437	1.13554092	0.16262495	0.15413212	0.16991669	0.17921338	0.11851748	1.02709454	0.37254823	0.23585676	0.08910668	0.58862174	1.240772
SAMPLE_112537	0.50790024	0.41287763	0.53358953	0.56817047	0.76211991	0.59360182	0.55338255	0.3871952	0.60382475	0.37632331	0.40924573	0.67960887	0.78204274	0.80281587	0.43617869	0.657949	0.45359511	0.64767408	0.69945719	0.36791948	0.30848953	0.48893355	0.40123337	0.33740588	0.42775208	0.56578089	0.56940679	1.2360354	0.46766717	0.35381232	0.87322944	0.45926011	0.38940068	0.66936064	0.33554021	0.46326944	0.46834386	0.0	0.59876065	0.6084279	0.5205703	0.30274354	0.31803423	0.44127831	0.78269532	0.90644504	0.42858604	0.46509475	0.51365293	0.90934068	0.57346637	0.4274242	0.44495821	0.52172302	0.53088274	0.80860218	0.32572631	0.36120298	0.44942394	0.4198824	1.03283378
SAMPLE_112512	0.42448077	0.5084388	0.58917414	0.56781528	0.23106736	0.56327557	0.40794416	0.68565163	0.97450096	0.63268978	0.6290064	0.32707012	1.06039559	0.5153681	0.61933454	1.04816479	0.81538828	0.60731021	0.81495168	0.66273767	0.5961623	0.70534586	0.66633828	0.68477677	0.54278449	0.72760084	0.66022028	1.12870681	0.86211064	0.58687895	0.46582261	0.68382012	0.47461857	0.73733901	0.56569632	0.83195621	0.84144419	0.59876065	0.0	0.51261089	0.89433467	0.64493229	0.75122182	0.5509192	1.04912573	0.91798367	0.59773449	0.55590392	0.7405154	1.10831395	0.91131766	0.80342767	0.80744406	0.83051241	0.85573749	0.27204877	0.62831904	0.76271721	0.82182041	0.77969447	0.63661067
SAMPLE_112513	0.45226746	0.52091861	0.34822899	0.24367165	0.66582595	0.6320121	0.19902989	0.58912438	0.87015731	0.47207939	0.49231701	0.52995287	0.82166362	0.86019715	0.53209967	0.94748406	0.72456833	0.54439808	0.96008733	0.63584258	0.66725501	0.81533939	0.68336031	0.6610672	0.74077458	0.84093203	0.80482925	1.27283828	0.76244135	0.51267064	0.66074846	0.49041637	0.46631328	0.49348232	0.38896773	0.73555592	0.73884122	0.6084279	0.51261089	0.0	0.66709976	0.56822124	0.54401679	0.37188807	0.75086966	1.12834928	0.71066456	0.73838003	0.80790265	1.1423969	0.77858121	0.7146412	0.60526665	0.75298362	0.75325472	0.61362716	0.60785785	0.662784	0.71749166	0.81592494	0.79926444
SAMPLE_112510	0.71631628	0.51394373	0.66192219	0.66407511	1.04730119	0.8570362	0.74961207	0.27302664	0.22696211	0.44142285	0.33627951	0.93621957	0.5603819	1.05262701	0.30655617	0.29940924	0.24016895	0.64963134	1.01126191	0.51355728	0.68175647	0.80797755	0.56461715	0.49768282	0.74978854	0.79476967	0.91881619	1.51722796	0.24910323	0.4207873	1.06988358	0.53336295	0.70206968	0.5515157	0.49194175	0.2519315	0.19606448	0.5205703	0.89433467	0.66709976	0.0	0.39486864	0.29512871	0.45381327	0.49982114	1.23460202	0.77465856	0.78338979	0.85463747	1.22465484	0.20115729	0.26567142	0.15849911	0.30955142	0.20935722	1.06581962	0.48473141	0.36223076	0.22853966	0.70322292	1.2246621
SAMPLE_112511	0.53262908	0.26176575	0.48355617	0.51516451	0.79778359	0.70313836	0.53548509	0.25738348	0.45509129	0.28794207	0.21364063	0.74612587	0.76186902	0.87084065	0.25496087	0.5135939	0.28383375	0.6379623	0.75590011	0.24419588	0.41414447	0.54343279	0.29953973	0.20041454	0.45321156	0.55688229	0.63170201	1.27562362	0.34695585	0.22675082	0.83354838	0.45926623	0.4825242	0.59609636	0.33058541	0.23650796	0.2885397	0.30274354	0.64493229	0.56822124	0.39486864	0.0	0.29579213	0.37899829	0.7462733	1.0379291	0.48993774	0.50813373	0.64172401	0.9653784	0.40856897	0.19374628	0.30243973	0.35055628	0.3771688	0.84621206	0.17756607	0.14917606	0.2779881	0.43928484	1.06739978
SAMPLE_112516	0.55671395	0.4368639	0.48281454	0.48807602	0.90717458	0.71123553	0.57381726	0.29214415	0.44157856	0.36155976	0.2439851	0.84738168	0.67022533	0.92290222	0.29327888	0.51683261	0.34795086	0.60351555	0.87128076	0.39996147	0.5461582	0.6703059	0.45243014	0.38686313	0.61467863	0.67325588	0.79122202	1.39308605	0.38576384	0.35929841	0.94653641	0.40424334	0.53635851	0.49072567	0.37887494	0.34410767	0.33186657	0.31803423	0.75122182	0.54401679	0.29512871	0.29579213	0.0	0.32511516	0.62160903	1.10807787	0.64416313	0.64826872	0.69919654	1.10075873	0.43241714	0.30420241	0.2895055	0.42027073	0.38866051	0.90135001	0.3814509	0.35915339	0.31850981	0.57559445	1.15847867
SAMPLE_112514	0.33426571	0.51764186	0.29421076	0.27979222	0.69206992	0.53774539	0.4257361	0.45829309	0.64611634	0.2894554	0.30111814	0.5651841	0.66612175	0.91881366	0.28872206	0.72305277	0.51836118	0.54640203	0.87676146	0.45983343	0.5148552	0.70422832	0.52135424	0.46917301	0.56723517	0.71137242	0.72676584	1.19261843	0.54075962	0.45666757	0.74794021	0.39081302	0.50385075	0.28449645	0.36669698	0.50755311	0.50904963	0.44127831	0.5509192	0.37188807	0.45381327	0.37899829	0.32511516	0.0	0.62225191	1.10272521	0.59644943	0.5961843	0.71128228	1.12074893	0.58310672	0.47852299	0.41394854	0.51402147	0.57715679	0.68403343	0.43503498	0.46136991	0.48878165	0.65667689	0.94384359
SAMPLE_112515	0.89834582	0.86895837	0.72875547	0.74344839	1.15117589	0.94817226	0.83584245	0.71657204	0.62629525	0.60143383	0.71255673	1.02369241	0.16323522	1.21231317	0.73161421	0.69487268	0.69347501	0.56507436	1.21807753	0.83942878	0.88239903	1.06499815	0.87285795	0.8209677	0.9275838	1.06228805	1.00872971	1.57737412	0.70290219	0.80732434	1.1294855	0.64890255	0.79337344	0.36232116	0.72149899	0.70345118	0.65134688	0.78269532	1.04912573	0.75086966	0.49982114	0.7462733	0.62160903	0.62225191	0.0	1.35256114	0.93268338	0.95755739	1.05591565	1.30458604	0.62189753	0.71406544	0.57183807	0.7575358	0.66229434	1.17255902	0.81330009	0.77100842	0.6883288	0.97709628	1.17693138
SAMPLE_112475	1.02046906	1.01819129	1.09405415	1.12046607	0.92883057	1.02673308	1.03541993	1.07048488	1.29335045	1.04195037	1.10542101	0.97365749	1.37762004	1.03187085	1.15515423	1.34991586	1.14331337	1.16601316	0.66383373	0.88883762	0.69915091	0.60623825	0.85534343	0.87421772	0.74912966	0.59557247	0.68158653	1.53688232	1.14530859	1.0018407	1.17630582	1.03963581	0.89852328	1.2495469	1.01221959	1.16210364	1.182837	0.90644504	0.91798367	1.12834928	1.23460202	1.0379291	1.10807787	1.10272521	1.35256114	0.0	0.6881564	0.68108727	0.76416233	1.20913658	1.26705847	1.1315302	1.16679339	1.20159692	1.21986878	1.00545086	0.95650145	1.0453653	1.15514628	0.90629552	1.21537204
SAMPLE_112474	0.59790452	0.56937277	0.62841059	0.67154243	0.75179061	0.67757594	0.62002815	0.6210316	0.82346091	0.55094753	0.60710445	0.70858929	0.95886832	0.87468779	0.64433883	0.87710004	0.64538411	0.77915034	0.53508225	0.3222178	0.13815847	0.36562381	0.34055967	0.31220688	0.29009228	0.45455637	0.30187677	1.2653935	0.66284627	0.57712632	0.90439318	0.58550471	0.4867704	0.7841467	0.54211525	0.62685792	0.67033406	0.42858604	0.59773449	0.71066456	0.77465856	0.48993774	0.64416313	0.59644943	0.93268338	0.6881564	0.0	0.22727897	0.34944989	0.89161172	0.79422275	0.60496926	0.67942081	0.6875809	0.75950906	0.79719558	0.42235757	0.54348392	0.62996596	0.45881254	1.069982
SAMPLE_112477	0.50484317	0.6025232	0.66843336	0.68772312	0.67844226	0.55493345	0.67323434	0.63921633	0.84222036	0.57926228	0.62425172	0.57893286	0.98562673	0.79854318	0.6554614	0.89108821	0.6656359	0.80211153	0.52754302	0.30432705	0.2233195	0.3167341	0.2501989	0.34129025	0.13435001	0.35714824	0.23841748	1.12494191	0.67975116	0.59022465	0.84081891	0.64598868	0.55017659	0.79567541	0.54967716	0.64901573	0.69457869	0.46509475	0.55590392	0.73838003	0.78338979	0.50813373	0.64826872	0.5961843	0.95755739	0.68108727	0.22727897	0.0	0.4063499	0.86782063	0.8094651	0.63103597	0.6910269	0.65563941	0.78212573	0.71416491	0.39081222	0.57089445	0.63544605	0.47950231	1.00046663
SAMPLE_112476	0.69613453	0.67369918	0.8020152	0.8139786	0.8998514	0.83973305	0.75893736	0.70440581	0.9263947	0.66984606	0.71275194	0.82282654	1.08907191	0.94873292	0.75233772	0.98432819	0.76322422	0.85611941	0.4621387	0.48624235	0.35133524	0.45300886	0.49357402	0.48974377	0.48507683	0.55932258	0.5002015	1.43753341	0.77856058	0.61069723	1.00995943	0.7488774	0.65948341	0.92927307	0.62323528	0.78331427	0.79639437	0.51365293	0.7405154	0.80790265	0.85463747	0.64172401	0.69919654	0.71128228	1.05591565	0.76416233	0.34944989	0.4063499	0.0	0.99596855	0.89554946	0.75979925	0.76448232	0.84614299	0.85440763	0.91870699	0.59482114	0.67237137	0.75995235	0.53652041	1.17140089
SAMPLE_112529	1.09422442	1.09554933	1.11627175	1.12328663	1.16204889	1.09570786	1.10834375	1.06660088	1.27848201	1.04315785	1.08866301	1.10442657	1.33776086	1.27474637	1.14921845	1.32513892	1.11439507	1.24170916	1.18007305	0.9450742	0.86233509	1.00285335	0.94739547	0.92611806	0.8553342	1.08116899	0.75507963	1.48928026	1.13580477	1.00549658	1.3023623	1.07894371	0.86045588	1.22221988	1.03393211	1.09385524	1.13554092	0.90934068	1.10831395	1.1423969	1.22465484	0.9653784	1.10075873	1.12074893	1.30458604	1.20913658	0.89161172	0.86782063	0.99596855	0.0	1.21650085	1.07868242	1.09632475	1.22270056	1.18794962	1.19129114	0.98794869	0.97946502	1.12835062	0.65910152	1.38973902
SAMPLE_112499	0.78099557	0.50002206	0.72220104	0.73807604	1.04896456	0.97682029	0.78335572	0.30636405	0.16541322	0.44743716	0.35643454	0.97510154	0.63062361	1.06070088	0.35058508	0.20440653	0.17433612	0.70291005	0.99256296	0.53657783	0.70569864	0.84359702	0.57966882	0.51692625	0.75798693	0.81063116	0.92535822	1.51171131	0.20327644	0.41930867	1.06735251	0.61802796	0.73992061	0.70266527	0.549383	0.23604785	0.16262495	0.57346637	0.91131766	0.77858121	0.20115729	0.40856897	0.43241714	0.58310672	0.62189753	1.26705847	0.79422275	0.8094651	0.89554946	1.21650085	0.0	0.27926855	0.223765	0.24777729	0.11824535	1.10100185	0.45183256	0.35305325	0.22108957	0.68631135	1.26179315
SAMPLE_112498	0.69833338	0.34251617	0.58759341	0.64482531	0.94101419	0.8594348	0.67648097	0.19433096	0.29634215	0.35852465	0.25131061	0.89504949	0.7245649	0.98176907	0.27298859	0.34289432	0.14909587	0.67655166	0.88794443	0.35643424	0.53345343	0.66298383	0.39932785	0.30995998	0.54864718	0.67212469	0.74209117	1.39667662	0.21878963	0.30582776	0.95562536	0.48999069	0.61584442	0.6295018	0.47622485	0.08816132	0.15413212	0.4274242	0.80342767	0.7146412	0.26567142	0.19374628	0.30420241	0.47852299	0.71406544	1.1315302	0.60496926	0.63103597	0.75979925	1.07868242	0.27926855	0.0	0.23254125	0.23990854	0.2365108	0.98537434	0.29233645	0.13334122	0.14079524	0.5336696	1.20282472
SAMPLE_112497	0.65435733	0.40602146	0.62789212	0.6212323	0.96602252	0.84528641	0.6880923	0.20933675	0.3164431	0.30787636	0.24687342	0.8328234	0.59690441	0.9830945	0.24277926	0.38039725	0.17484986	0.56437265	0.92011214	0.42363379	0.58680212	0.71380476	0.47509386	0.40759735	0.66070681	0.72429038	0.83051126	1.46087579	0.24749222	0.30324145	1.00803539	0.54560492	0.62389483	0.54149805	0.38354336	0.22200233	0.16991669	0.44495821	0.80744406	0.60526665	0.15849911	0.30243973	0.2895055	0.41394854	0.57183807	1.16679339	0.67942081	0.6910269	0.76448232	1.09632475	0.223765	0.23254125	0.0	0.31027289	0.21195061	0.99336519	0.37431344	0.26026939	0.20367783	0.59654773	1.15521059
SAMPLE_112496	0.70037728	0.40102545	0.61421915	0.66041517	0.94963891	0.87847646	0.71034711	0.2979558	0.24766559	0.45711053	0.32548683	0.89891057	0.75219936	1.02041649	0.28743141	0.2888755	0.18785823	0.69118784	0.93437241	0.39669738	0.60170147	0.72110641	0.42506497	0.4182099	0.60171456	0.66662565	0.77479109	1.3548412	0.14881431	0.39352088	0.92806018	0.62236309	0.68241928	0.6556979	0.51288617	0.19164216	0.17921338	0.52172302	0.83051241	0.75298362	0.30955142	0.35055628	0.42027073	0.51402147	0.7575358	1.20159692	0.6875809	0.65563941	0.84614299	1.22270056	0.24777729	0.23990854	0.31027289	0.0	0.19546376	0.99107086	0.31193271	0.29742986	0.18464562	0.65069016	1.2084635
SAMPLE_112495	0.74466418	0.41606381	0.68812093	0.69302637	0.98596115	0.9708324	0.72857495	0.22416396	0.16710321	0.42581249	0.32000917	0.94548477	0.66823796	0.99688233	0.32694527	0.21322908	0.12837869	0.68242254	0.98372519	0.50298886	0.66789267	0.80543323	0.54318425	0.47834462	0.71780802	0.79760489	0.89615515	1.4891019	0.15821117	0.3635413	1.02360582	0.58190367	0.66964068	0.702903	0.52805865	0.20530216	0.11851748	0.53088274	0.85573749	0.75325472	0.20935722	0.3771688	0.38866051	0.57715679	0.66229434	1.21986878	0.75950906	0.78212573	0.85440763	1.18794962	0.11824535	0.2365108	0.21195061	0.19546376	0.0	1.04496086	0.40862239	0.32075586	0.18205816	0.64977116	1.24706966
SAMPLE_112528	0.53122588	0.70213305	0.64070693	0.60261617	0.18518081	0.67727828	0.50512751	0.87802538	1.14818221	0.84166009	0.78224705	0.41648223	1.20449508	0.50884767	0.80343077	1.22121058	0.99638775	0.7952312	0.95868975	0.83219318	0.79368127	0.86168627	0.82156199	0.88230448	0.71146542	0.87278067	0.77773631	1.13318216	1.04300565	0.78213402	0.54091702	0.75738399	0.63657254	0.84418212	0.76021797	1.01407408	1.02709454	0.80860218	0.27204877	0.61362716	1.06581962	0.84621206	0.90135001	0.68403343	1.17255902	1.00545086	0.79719558	0.71416491	0.91870699	1.19129114	1.10100185	0.98537434	0.99336519	0.99107086	1.04496086	0.0	0.80341379	0.93651702	0.99639084	0.97042392	0.59936532
SAMPLE_112493	0.50191189	0.24867742	0.4853974	0.51827664	0.74364572	0.69211741	0.51764386	0.30282815	0.51079492	0.32745948	0.29923764	0.70336188	0.81436411	0.83150114	0.33237568	0.55042669	0.31478388	0.64014063	0.71034296	0.14449923	0.34281246	0.4658699	0.16617384	0.16396157	0.32268819	0.45430716	0.50270646	1.21302851	0.37624444	0.29575237	0.79174043	0.50835604	0.51540981	0.66603079	0.3534925	0.34059513	0.37254823	0.32572631	0.62831904	0.60785785	0.48473141	0.17756607	0.3814509	0.43503498	0.81330009	0.95650145	0.42235757	0.39081222	0.59482114	0.98794869	0.45183256	0.29233645	0.37431344	0.31193271	0.40862239	0.80341379	0.0	0.23683703	0.34016071	0.40104695	1.05193759
SAMPLE_112492	0.6535562	0.31336769	0.57856897	0.60362067	0.90487335	0.8387101	0.63173587	0.22362574	0.40151563	0.31817209	0.25516963	0.82429741	0.77698344	0.94827595	0.26838097	0.4434758	0.22006935	0.65930188	0.83549987	0.3065076	0.45138441	0.58326519	0.32989007	0.24978306	0.4948468	0.58752523	0.65038855	1.36062826	0.23641991	0.22942844	0.91539198	0.52824095	0.6009788	0.66414858	0.38895353	0.16818194	0.23585676	0.36120298	0.76271721	0.662784	0.36223076	0.14917606	0.35915339	0.46136991	0.77100842	1.0453653	0.54348392	0.57089445	0.67237137	0.97946502	0.35305325	0.13334122	0.26026939	0.29742986	0.32075586	0.93651702	0.23683703	0.0	0.22325616	0.44107458	1.15821774
SAMPLE_112491	0.70857174	0.39859325	0.61706175	0.65983007	0.97462643	0.86016548	0.70566251	0.19946464	0.23180875	0.40456707	0.25795639	0.92177329	0.70852284	1.01850131	0.25956197	0.27839238	0.07473707	0.6720386	0.88253631	0.36204098	0.54766235	0.67158687	0.41745509	0.34282022	0.60170862	0.67329375	0.77526877	1.42591804	0.13618147	0.32065898	0.98033574	0.51327299	0.62818886	0.59874386	0.48624721	0.08521848	0.08910668	0.44942394	0.82182041	0.71749166	0.22853966	0.2779881	0.31850981	0.48878165	0.6883288	1.15514628	0.62996596	0.63544605	0.75995235	1.12835062	0.22108957	0.14079524	0.20367783	0.18464562	0.18205816	0.99639084	0.34016071	0.22325616	0.0	0.56975556	1.22646358
SAMPLE_112490	0.69770964	0.51292987	0.72429335	0.77370523	0.92194013	0.8847452	0.72660163	0.52424068	0.73066475	0.50100143	0.54840941	0.84881411	0.97967944	0.96505833	0.60948257	0.77566464	0.55138221	0.83007236	0.73052809	0.37117224	0.37342729	0.50493347	0.35511029	0.32845146	0.48051314	0.53435769	0.46854349	1.41724904	0.58074539	0.46227528	1.00760504	0.66719907	0.63941732	0.87937278	0.53233527	0.56922198	0.58862174	0.4198824	0.77969447	0.81592494	0.70322292	0.43928484	0.57559445	0.65667689	0.97709628	0.90629552	0.45881254	0.47950231	0.53652041	0.65910152	0.68631135	0.5336696	0.59654773	0.65069016	0.64977116	0.97042392	0.40104695	0.44107458	0.56975556	0.0	1.19687854
SAMPLE_112532	0.90249796	0.94542497	0.97780957	0.95645871	0.59027363	0.92959854	0.82495361	1.11959044	1.35709479	0.92534879	1.07070543	0.70095843	1.21256878	0.45994133	1.07338169	1.39802918	1.22355367	0.7641792	1.17916609	1.0993657	1.04315771	1.10806433	1.08154299	1.11453936	0.9882966	1.12954809	1.06334105	1.2999601	1.24976245	1.04608266	0.70211344	1.06309765	0.8896412	0.95605352	0.87061629	1.22051186	1.240772	1.03283378	0.63661067	0.79926444	1.2246621	1.06739978	1.15847867	0.94384359	1.17693138	1.21537204	1.069982	1.00046663	1.17140089	1.38973902	1.26179315	1.20282472	1.15521059	1.2084635	1.24706966	0.59936532	1.05193759	1.15821774	1.22646358	1.19687854	0.0
