OTU ID	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538	taxonomy	TaxonomyUsearch	
258	0	0	0	0	0	663	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stephanosporaceae,g:Cristinia	GU187526;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stephanosporaceae,g:Cristinia
260	35	0	381	9	12	0	22	12	1	21	4	5	5	2	0	9	14	1	26	12	1	0	35	0	4	0	8	0	0	1	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	11	0	0	0	9	0	0	0	0	0	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Unknown_22651,g:Oedocephalum	GQ922553;k:Fungi,p:Ascomycota,c:Pezizomycetes
261	339	40	0	58	4	0	20	38	4	67	16	0	26	8	6	12	0	5	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Apodus	GU055712;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae
262	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus	SINTAX;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales
263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	40	4	0	0	0	2	3	0	0	2	4	36	0	0	474	0	2	0	0	0	0	1	0	0	0	0	0	60	12	1	3	0	0	p:Ascomycota	SINTAX;k:Fungi
264	36	0	0	5	0	0	3	5	0	8	0	0	0	0	0	19	1	0	12	0	0	0	0	12	0	15	4	0	0	5	0	0	8	2	0	4	21	0	0	0	4	0	0	0	14	0	0	4	8	0	0	0	245	2	0	197	0	2	0	9	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola	HQ608016;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola
265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	11	0	0	4	0	0	5	60	16	1	25	0	77	20	83	1	18	152	16	4	33	10	1	8	39	0	0	44	0	0	0	0	2	0	0	p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Halosphaeriaceae	SINTAX;k:Fungi
267	386	12	0	0	0	0	0	76	28	0	0	28	0	0	3	0	0	0	9	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	26	0	5	0	10	17	13	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	GQ922552;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora curvicolla
270	0	80	0	0	0	0	145	197	0	2	3	11	0	20	31	0	0	1	4	8	0	19	0	0	0	0	5	0	0	0	4	1	0	8	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	34	8	0	0	32	0	0	0	0	0	p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces	SINTAX;k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces
271	0	0	0	0	0	631	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota	SINTAX;k:Fungi,p:Basidiomycota,c:Tremellomycetes
272	0	0	125	0	0	471	0	9	5	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Unknown_21866,g:Shiraia	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
273	0	0	0	18	4	339	13	17	0	9	2	32	0	0	16	17	0	0	26	1	1	1	2	0	0	56	0	0	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	8	0	0	0	0	0	1	20	4	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Unknown_24382	JF907837;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis candidolanata
275	12	4	400	9	4	155	1	0	2	1	1	0	0	2	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Unknown_26517,g:Sporobolomyces	HF947090;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales
276	0	0	0	42	0	0	0	0	50	0	0	263	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	GQ922580;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora
277	0	0	38	0	4	559	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	KT269238;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
278	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
279	234	20	0	119	80	0	0	0	0	57	0	2	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	28	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella	GQ203780;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella irregularis
281	0	4	78	2	6	470	0	0	4	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	p:Basidiomycota	SINTAX;k:Fungi,p:Basidiomycota
282	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Agaricostilbaceae,g:Bensingtonia	SINTAX;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales
284	0	0	51	6	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	p:Ascomycota	SINTAX;k:Fungi
286	108	8	294	8	9	29	23	2	54	2	4	3	0	0	0	5	0	8	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Unknown_26548,g:Cryptococcus	EU266559;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma dimennae
288	0	4	18	0	5	525	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Unknown_26517,g:Sporobolomyces	GU054323;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,g:Sporobolomyces
289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	551	p:Cercozoa	No Hit
292	0	19	369	9	17	0	12	1	70	0	8	0	9	0	0	24	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Unknown_22497	FJ237108;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora
293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	8	0	0	0	17	0	0	26	0	0	13	4	0	0	0	146	268	57	0	0	0	1	0	4	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	JF461116;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae
294	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Unknown_23151,g:Acremonium	AJ488276;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Cordyceps,s:Cordyceps memorabilis
296	85	10	199	12	23	145	0	0	55	2	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae	UTAX;k:Fungi,p:Ascomycota
303	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	175	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	p:Ascomycota,c:Pezizomycetes,o:Pezizales	UTAX;k:Fungi,p:Ascomycota
304	24	0	0	29	44	0	64	10	16	45	15	72	24	1	4	0	8	15	15	1	1	0	4	0	18	1	0	0	4	1	0	0	0	8	0	0	57	0	0	0	0	0	0	0	0	0	0	30	10	8	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	HM126488;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis
306	26	70	0	0	17	0	14	105	0	44	0	146	6	1	3	6	0	0	69	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Unknown_23523	GU055711;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae
307	0	0	0	1	4	506	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	p:Basidiomycota,c:Microbotryomycetes,o:Microbotryales,f:Microbotryaceae	SINTAX;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Microbotryales
310	0	0	10	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Unknown_26545,g:Bullera	AF444441;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Bullera,s:Bullera unica
312	44	153	75	2	7	0	2	10	10	20	1	0	1	9	67	5	3	0	0	0	0	0	0	0	13	8	0	0	0	3	4	4	0	6	0	0	2	0	0	0	10	0	0	0	0	2	0	0	0	13	0	3	0	4	0	0	0	20	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Parasola	JF907839;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Parasola,s:Parasola hercules
313	1	0	0	7	16	0	4	6	1	3	4	0	5	0	4	2	0	1	0	0	0	2	0	0	0	9	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	401	1	0	4	0	0	0	8	0	0	0	0	12	0	0	0	0	0	p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Unknown_26516,g:Rhodotorula	KF573610;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium
314	0	0	0	0	0	0	0	0	0	40	21	0	0	0	0	0	0	8	40	0	0	10	11	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	358	0	1	0	0	0	0	0	6	0	0	0	p:Zygomycota	SINTAX;k:Fungi
315	0	0	9	0	0	344	4	0	8	38	0	0	23	0	0	4	0	0	0	0	1	25	0	1	0	0	0	16	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	8	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	UTAX;k:Fungi,p:Ascomycota
316	0	0	85	4	0	357	0	6	14	0	0	0	7	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Unknown_27230	SINTAX;k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae
317	0	0	0	0	0	479	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae	KT270306;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Roussoella
319	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	p:Cercozoa,c:Unknown_27638	No Hit
321	0	0	0	5	0	472	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Unknown_22503,g:Tetracladium	AY204623;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Tetracladium,s:Tetracladium marchalianum
322	27	0	207	8	40	0	28	7	42	41	2	1	8	5	5	1	0	1	10	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	1	0	0	0	5	0	5	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	UTAX;k:Fungi,p:Basidiomycota,c:Agaricomycetes
323	0	0	419	0	0	0	4	0	17	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Pseudocercospora	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
324	187	35	149	22	0	0	0	40	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes
325	157	106	0	27	25	0	68	28	16	5	4	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	FJ379802;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium
327	14	0	61	4	2	297	0	0	63	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Unknown_22473	KF636762;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae
329	32	0	234	0	4	30	2	1	20	16	26	0	0	8	4	9	0	0	0	14	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	4	0	0	0	4	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Articulospora	UTAX;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
331	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	GU327634;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis cinerea
332	0	9	86	0	0	260	0	13	0	1	0	0	26	0	0	2	0	0	0	0	0	0	0	27	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Piromyces	SINTAX;k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Piromyces
333	235	27	0	37	20	0	11	31	1	17	0	0	14	0	0	2	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola	KT270218;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola
334	0	0	187	0	0	230	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Unknown_27552	UTAX;*
335	21	12	124	10	5	0	3	8	62	1	2	0	4	0	0	0	0	9	0	0	0	27	0	20	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	13	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	36	8	0	5	47	0	p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	KT264418;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium
337	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	345	16	2	0	0	0	0	0	1	0	34	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	1	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata
338	72	0	0	0	30	0	59	0	0	24	18	8	1	12	0	0	49	0	10	0	0	0	0	1	0	3	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	0	1	0	0	0	0	0	1	29	0	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Psilocybe	JX235960;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Psilocybe,s:Psilocybe coprophila
340	0	20	7	5	0	329	1	0	5	0	0	5	0	0	0	0	0	0	0	0	0	2	0	14	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	8	0	p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	KJ881370;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium brevicompactum
346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
347	0	0	323	0	0	0	0	8	48	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	p:Ascomycota,c:Unknown_21621,o:Unknown_21622,f:Unknown_21623	UTAX;k:Fungi,p:Ascomycota
348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
350	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Chytridiomycota	SINTAX;k:Fungi
351	13	10	0	12	0	327	0	0	24	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Gnomoniaceae,g:Gnomoniopsis	FN386270;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Gnomoniaceae,g:Ambarignomonia,s:Ambarignomonia petiolorum
352	0	0	0	0	5	0	0	0	0	0	28	346	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae	JX000108;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae
353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	42	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata
356	0	0	1	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales	UTAX;k:Fungi,p:Ascomycota,c:Leotiomycetes
357	0	0	0	0	0	340	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Halosphaeriaceae	UTAX;k:Fungi,p:Ascomycota
